user_id,referral_id,country
4393335,2472796,IND
4393320,4372731,IDN
4393305,4353168,PAK
4386797,2436537,IND
4393174,4388371,LKA
4393176,4371038,BGD
4393153,4199492,MEX
4393135,4362532,PHL
4386307,4248900,BGD
4393121,4351101,IND
4393091,4388371,LKA
4393106,2647981,PAK
4392841,4375046,IND
4393024,2388851,LKA
4391235,4359911,BGD
4392956,4388371,LKA
4391505,4388371,LKA
4393003,4388371,LKA
4392794,4336621,LKA
4392962,4248900,BGD
4392925,4388371,LKA
4392945,4247861,IND
4392969,1701805,IND
4392953,1701805,IND
4392908,4366872,IDN
4391634,4388371,LKA
4392840,4367434,IDN
4392395,4388371,LKA
4391639,4388371,LKA
4387594,2469193,IND
4392650,1625655,IND
4392772,4392144,LKA
4391766,1625655,LKA
4392783,4354444,IND
4392739,4388371,LKA
4392712,4358851,BGD
4392399,4388371,LKA
4392721,4358851,BGD
4391353,4376585,THA
4392700,4388371,LKA
4392661,4350135,BGD
4392632,4377897,IDN
4392586,4388371,LKA
4392587,4377284,BGD
4392598,1393897,USA
4392524,4370470,IND
4391707,2700848,LKA
4392540,2455885,IND
4391890,4388371,LKA
4392144,4388371,LKA
4392486,1260038,BGD
4392454,4321339,TUR
4388405,4242909,IND
4392435,4099492,ESP
4392406,4363171,IND
4392398,4389992,KHM
4392294,1625655,IND
4392327,1625655,IND
4391445,4350646,BGD
4390789,4353633,NPL
4392268,2339762,USA
4391510,4372501,IDN
4392187,2429671,TUR
4392048,4119711,IDN
4391747,1625655,ITA
4392002,4388371,LKA
4391983,4367402,PHL
4392001,3284218,PAK
4391965,4351999,PHL
4387460,1625655,IND
4391934,4388371,LKA
4391905,4389905,BEN
4391914,2239542,ZAF
4391902,4388371,LKA
4391852,4388371,ITA
4391878,2429671,TUR
4391812,4372453,IDN
4391737,4388371,LKA
4391728,1146971,DZA
4391755,4376585,SVN
4391742,4376585,GBR
4391722,4376585,IDN
4391716,4321191,TUR
4391684,4376585,DNK
4391680,4385102,RUS
4391628,4388371,LKA
4391643,4388371,LKA
4391613,4388371,LKA
4391629,606086,BEN
4391571,1625655,LKA
4391572,679540,VNM
4391562,4388371,LKA
4391513,4367434,IDN
4391522,4388371,LKA
4391539,4388371,LKA
4391531,4388371,LKA
4391494,4388371,LKA
4391469,4386253,LKA
4389621,1395054,IND
4391497,1119120,IDN
4391472,3092415,BGD
4391410,4369189,BGD
4387880,4349146,PAK
4389824,4349596,IND
4391461,2437990,IND
4391443,4388371,LKA
4386822,4366872,IDN
4391438,2482579,UZB
4391344,606086,BEN
4388059,4350166,BGD
4391327,2456062,IND
4391309,1625655,IND
4391294,4355515,IND
4385878,4370547,IDN
4386707,4357820,BGD
4390326,4357278,BGD
4391081,1625655,IND
4391264,2575859,IDN
4391249,1091152,IND
4391015,4373309,IDN
4389008,4373680,IDN
4387219,4177137,IND
4391063,4357542,BGD
4391133,4373180,IDN
4390617,4279233,IND
4390826,4363096,EGY
4391077,4117971,IND
4391048,4357278,BGD
4391054,4362532,PHL
4390900,1349377,IND
4391000,2436537,IND
4390989,4356983,PHL
4390926,4351069,BGD
4390686,1555451,TUR
4390753,2459991,LBN
4390758,4366872,IDN
4390745,2437990,IND
4390728,4350295,BGD
4390521,4139179,UKR
4390711,1068926,PAK
4390692,2440555,IND
4390700,1609981,BGD
4388684,4371982,IND
4390641,4248900,BGD
4390632,2464274,IND
4390620,2774046,TUR
4386837,4356744,PAK
4390612,4177137,IND
4390602,2443097,IND
4390593,2441030,IND
4390566,1532604,BGD
4388735,4368849,LKA
4387773,4177137,IND
4390450,4256723,IND
4390546,2197914,TUR
4390495,1625655,IND
4388674,4279233,PAK
4390438,4350674,BGD
4390474,4378857,PHL
4390362,4199492,ARG
4390451,1257969,IND
4387576,4386434,BLR
4390430,4247861,IND
4390439,1062016,IND
4390410,4072670,PAK
4390377,4117971,IND
4387248,4370244,IND
4390318,4366728,IDN
4386948,4374091,IDN
4390224,2436537,IND
4388727,4369023,IDN
4386635,4361067,BGD
4390191,4117917,BGD
4390123,4361891,IND
4390167,740437,HRV
4390081,4279652,IND
4390064,4353179,BGD
4390063,4374880,IDN
4390035,4361655,BGD
4390001,4362085,IND
4389973,4366728,IDN
4389993,1610141,IND
4388969,3081670,TUR
4388379,2459991,PHL
4389972,4258065,IDN
4389506,4374645,IND
4389929,2472770,IND
4389925,1236601,BGD
4389059,1555451,TUR
4389905,4248164,BEN
4389837,4346115,BGD
4389778,4369286,IND
4389815,1508018,PAK
4388337,4351101,IND
4389689,1531560,BGD
4389622,4367461,IDN
4389042,4359673,BGD
4388629,4362532,PHL
4389777,4374615,IDN
4389730,4349294,BGD
4389769,4374244,IDN
4389750,4367434,IDN
4387540,4360628,BGD
4389744,4360595,BGD
4389739,2440555,PHL
4389657,4357993,PAK
4389659,4357803,LKA
4389652,4373131,LKA
4387258,4376740,IDN
4389595,4366015,BGD
4389582,4362394,IND
4389535,2575859,IDN
4389563,4373680,IDN
4389521,4366872,IDN
4388655,4369910,PHL
4388737,4369023,IDN
4389515,4356983,PHL
4388244,4349294,BGD
4389465,4377773,BGD
4389410,4367550,MAR
4388579,4357803,LKA
4389351,4117971,IND
4389331,4372795,IDN
4389329,4379235,IDN
4389308,4388551,PHL
4388930,4372795,IDN
4389294,2197914,TUR
4389224,4367434,IDN
4389106,4119711,IDN
4389093,2995513,TUR
4389073,4389007,IDN
4389084,2197914,TUR
4389048,4150610,IDN
4388865,4367550,TUN
4388916,1625655,COL
4388331,4269578,IND
4388601,4388574,LKA
4388859,4357856,IND
4388814,1792935,IDN
4388806,2459991,IND
4388697,4367434,IDN
4387579,2197914,TUR
4388686,4244089,IND
4388660,4383933,TUR
4388620,4386413,LKA
4388558,4247861,IND
4388318,4352155,BGD
4388249,4350072,IND
4388526,2545676,PAK
4388551,668708,PHL
4388556,2197914,TUR
4388434,4365630,PHL
4388546,2191966,IND
4388530,1119120,IDN
4388507,4258641,IDN
4388503,4388462,USA
4388486,2379572,PAK
4388488,2379572,PAK
4387746,4249674,IND
4388371,4357803,LKA
4388376,4356110,IND
4388408,1062016,IND
4388357,4388026,CIV
4388378,1512007,BGD
4388358,4350898,BGD
4388326,4248900,BGD
4387381,4251541,BGD
4388333,4350166,BGD
4388236,4357803,LKA
4388306,4269578,IND
4388217,4340871,USA
4388280,4375070,IND
4387185,4279112,IND
4388242,4351688,BGD
4388071,2031281,ARE
4388248,4387913,IND
4387768,2461635,IND
4388168,4348132,USA
4388098,4357803,LKA
4388072,1061843,BGD
4388070,4008541,IND
4388057,2690152,IND
4388032,4378600,LKA
4387981,2436537,IND
4387980,1625655,LKA
4387968,4367550,MAR
4388002,4357091,IND
4387713,4349393,BGD
4387964,4372795,IDN
4387971,4372795,IDN
4387926,1061843,BGD
4387482,4387301,TUR
4387893,1060983,IND
4387804,4369895,IND
4387885,2441030,IND
4387813,4358039,BGD
4387848,4379580,IDN
4387649,4354795,IND
4387573,4364240,BGD
4387787,4373309,IDN
4386378,4349294,BGD
4387603,4177137,IND
4387747,2437990,IND
4387757,2440555,ESP
4387723,4367589,IND
4387451,4386534,BGD
4387676,1924441,ROU
4387160,4250667,BGD
4387648,3458750,BGD
4386997,4250667,BGD
4387631,4363535,IND
4387620,1234174,IDN
4387527,4373680,IDN
4387509,4350658,VNM
4387462,4367434,IDN
4386922,4386413,LKA
4387463,4250483,IND
4387465,2454276,IND
4387472,1625655,PAK
4387430,4367434,IDN
4387450,4370547,PHL
4387426,4311085,IND
4387363,4368644,IDN
4387419,4351069,BGD
4387444,4369436,BGD
4385674,4368249,BGD
4387349,4363839,IND
4387385,4269578,IND
4387345,2573405,IND
4386634,4351999,PAK
4387290,4378183,IDN
4387301,2197914,TUR
4386202,4386055,IDN
4387256,4365093,IND
4387292,3092415,BGD
4387214,4351069,BGD
4387154,4374880,IDN
4387234,2441030,IND
4387259,679540,RUS
4387216,4351069,BGD
4387206,4387192,IDN
4387208,4350985,NGA
4386951,4368644,IDN
4386540,4383206,LKA
4387129,2432279,IND
4387074,1146971,MRT
4386113,4177137,IND
4387133,2429671,TUR
4387083,4248900,BGD
4387062,1625655,LKA
4387075,2459991,LKA
4387064,4353790,BGD
4387039,2191286,IDN
4387025,4237245,PAK
4387029,1062016,IND
4386434,679540,BLR
4387009,4238184,UKR
4386988,4322386,IDN
4386981,1609981,BGD
4386949,4348602,IND
4386958,2441030,IND
4386930,4351069,BGD
4386880,4367216,PHL
4385503,4269578,IND
4386886,4250088,IND
4386391,4352298,IND
4386883,2451324,IND
4386872,4350985,NGA
4386859,4357803,LKA
4386847,4120505,BGD
4386724,2448039,IND
4386852,2507110,BGD
4386578,4357803,LKA
4386829,2471653,IND
4386809,4348211,BGD
4386803,4367216,PHL
4386749,4351069,BGD
4386600,1625655,IND
4386710,4248602,PAK
4386765,4368682,IDN
4386693,4357803,LKA
4386683,4386413,LKA
4386673,2195715,IND
4386676,4350646,BGD
4386655,4249648,BGD
4386609,4355022,BGD
4386597,4386413,LKA
4386466,4378590,BGD
4386630,4371982,IND
4386627,4373592,IDN
4386619,4360610,IDN
4386620,4386413,LKA
4386567,4350102,IND
4386584,2436537,IND
4386531,1609981,BGD
4386538,2436537,IND
4386500,4366530,KEN
4386488,2476924,IND
4386440,4365354,IND
4386413,4357803,LKA
4386404,4368682,IDN
4386453,4373097,IDN
4386419,1062016,BGD
4386237,2493350,IND
4386398,4363062,IND
4386374,4348602,PAK
4386297,2719183,IDN
4386414,2458339,IND
4386394,4369381,BGD
4386370,2459991,BGD
4386363,4365354,IND
4386342,1062016,IND
4386349,4361655,BGD
4386332,4362532,PHL
4386286,2479174,IND
4386227,4357803,LKA
4386331,4153634,IDN
4386329,1062016,IND
4386311,1257969,IND
4386281,3092415,BGD
4386221,4374374,IDN
4386274,4367487,VNM
4386179,4357803,LKA
4386196,1092231,BGD
4386200,1625655,IND
4385844,2436537,IND
4386157,1062016,IND
4386147,4362532,PHL
4386153,1066238,IND
4386137,4299002,IND
4386120,4366048,IND
4386043,4357803,LKA
4386091,4117971,IND
4386067,1146971,DZA
4385960,1625655,IND
4386046,4381971,IND
4386004,3092415,BGD
4386040,2459791,IND
4386011,2479670,IND
4385966,4365878,IND
4385955,2436537,IND
4385972,4366920,IDN
4385953,2436537,IND
4385924,4352908,PAK
4385903,4282025,VNM
4385862,4349393,BGD
4385812,1625655,LKA
4385821,4350633,IND
4385740,4117971,IND
4385746,4357803,LKA
4385428,1625655,IND
4385712,4384870,ROU
4385664,4375071,IDN
4385637,4350295,BGD
4385636,4248900,BGD
4385605,4383286,IND
4385571,4269578,IND
4385576,1096316,IDN
4385554,4350646,BGD
4385546,4367434,IDN
4385557,4367434,IDN
4385549,1625655,IND
4385558,4374852,IDN
4385517,2443659,IND
4385485,2443168,IND
4385365,4376740,IDN
4385491,4376025,BGD
4385469,4357236,BGD
4385430,4368607,PHL
4385460,2479422,IND
4385462,4349294,BGD
4385425,4357966,BGD
4385331,4269578,IND
4385422,4357803,LKA
4385401,1914247,IND
4385383,1625655,IND
4385393,4370547,IDN
4385366,1146971,MAR
4385355,4379235,IDN
4385312,4367487,VNM
4385283,1609981,BGD
